,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Salary
8500,45,Private,360393,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K
8501,19,Private,263340,Bachelors,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
8502,18,Private,141918,High School,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,22,United-States,<=50K
8503,37,Private,294292,Prof-school,15,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
8504,49,Private,128736,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
8505,33,Local-gov,511289,Associate,11,Married,Protective-serv,Husband,White,Male,0,0,48,United-States,>50K
8506,27,Private,302406,Bachelors,10,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
8507,34,Local-gov,101517,Bachelors,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
8508,54,State-gov,161334,Masters,14,Married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,China,<=50K
8509,24,Self-emp-inc,189148,Bachelors,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
8510,44,Self-emp-not-inc,103111,Prof-school,15,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
8511,48,Self-emp-not-inc,51620,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
8512,23,Private,31606,High School,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
8513,29,Private,34292,High School,9,Never-married,Other-service,Own-child,White,Male,0,0,38,United-States,<=50K
8514,21,Private,107882,Associate,12,Never-married,Other-service,Own-child,White,Female,0,0,9,United-States,<=50K
8515,18,Private,39529,Compulsory,8,Never-married,Other-service,Own-child,White,Female,0,0,32,United-States,<=50K
8516,18,Private,135315,Compulsory,5,Never-married,Sales,Own-child,Other,Female,0,0,32,United-States,<=50K
8517,29,Private,107812,High School,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
8518,29,Private,229729,High School,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
8519,41,Private,111891,High School,9,Divorced,Machine-op-inspct,Other-relative,Black,Female,0,0,40,United-States,<=50K
8520,32,Private,340917,High School,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
8521,61,Private,202952,Compulsory,6,Divorced,Other-service,Not-in-family,Black,Female,0,0,24,United-States,<=50K
8522,79,Private,333230,High School,9,Married,Prof-specialty,Not-in-family,White,Male,0,0,6,United-States,<=50K
8523,34,Private,114955,Associate,12,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
8524,46,Private,159869,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
8525,50,Self-emp-not-inc,57758,Associate,11,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K
8526,29,Private,207064,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
8527,23,Private,193090,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Female,3674,0,40,United-States,<=50K
8528,64,Private,151364,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
8529,70,Local-gov,88638,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,7896,0,50,United-States,>50K
8530,28,Local-gov,304960,Associate,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,1980,40,United-States,<=50K
8531,51,Private,102828,Associate,11,Married,Handlers-cleaners,Husband,White,Male,0,0,40,Others,<=50K
8532,20,Other-service,210029,Bachelors,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
8533,34,State-gov,154246,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,4865,0,55,United-States,<=50K
8534,29,Private,142519,High School,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
8535,49,Private,104455,Bachelors,13,Married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
8536,77,Self-emp-inc,192230,Bachelors,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
8537,32,Private,292592,High School,9,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
8538,27,Private,330132,Bachelors,13,Married,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
8539,22,Private,51111,Bachelors,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
8540,35,Local-gov,258037,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,Cuba,>50K
8541,42,Local-gov,188291,Bachelors,13,Married,Protective-serv,Husband,White,Male,0,1902,40,United-States,>50K
8542,35,State-gov,349066,High School,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
8543,62,Other-service,191188,High School,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
8544,33,Private,133503,High School,9,Married,Protective-serv,Husband,White,Male,2635,0,16,United-States,<=50K
8545,45,Private,146497,Bachelors,10,Widowed,Exec-managerial,Unmarried,White,Female,0,0,55,United-States,<=50K
8546,19,Private,240468,Bachelors,10,Married,Sales,Own-child,White,Female,0,1602,40,United-States,<=50K
8547,38,Private,175120,High School,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
8548,26,Private,416577,High School,9,Married,Machine-op-inspct,Husband,Black,Male,0,0,45,United-States,<=50K
8549,29,Private,253814,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
8550,33,Private,159247,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
8551,35,Self-emp-not-inc,102471,High School,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,80,Puerto-Rico,<=50K
8552,42,Private,213464,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8553,20,Private,211968,Associate,11,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
8554,43,Federal-gov,32016,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
8555,69,Private,512992,Compulsory,7,Married,Prof-specialty,Husband,Black,Male,0,0,45,United-States,<=50K
8556,39,Private,135020,High School,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
8557,37,Private,109133,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,Others,<=50K
8558,28,Private,142712,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8559,26,Federal-gov,76900,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
8560,32,Private,112176,Bachelors,10,Divorced,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
8561,43,Federal-gov,262233,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
8562,49,Private,122066,High School,9,Married,Exec-managerial,Husband,White,Male,0,0,30,Others,<=50K
8563,28,Private,194690,Compulsory,4,Divorced,Other-service,Own-child,White,Male,0,0,60,Mexico,<=50K
8564,35,Private,306678,High School,9,Married,Machine-op-inspct,Husband,White,Male,2885,0,40,United-States,<=50K
8565,19,Other-service,217769,Bachelors,10,Never-married,Other-service,Own-child,White,Female,594,0,10,United-States,<=50K
8566,35,Local-gov,308945,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
8567,57,Private,46699,High School,9,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
8568,45,Private,377757,Compulsory,5,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
8569,23,Private,220993,High School,9,Never-married,Sales,Not-in-family,White,Male,0,1590,48,United-States,<=50K
8570,45,Private,102147,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8571,42,Private,113770,High School,9,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
8572,35,Private,139012,Bachelors,13,Married,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Others,<=50K
8573,45,Private,148900,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
8574,28,Federal-gov,329426,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
8575,64,Self-emp-inc,181408,Associate,11,Married,Craft-repair,Husband,White,Male,0,0,10,United-States,<=50K
8576,44,Local-gov,101950,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
8577,59,Self-emp-not-inc,32537,High School,9,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
8578,41,Private,209547,High School,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
8579,21,Private,202373,Bachelors,10,Never-married,Sales,Own-child,Black,Male,0,0,25,United-States,<=50K
8580,29,Self-emp-not-inc,151476,Associate,11,Never-married,Adm-clerical,Not-in-family,White,Female,2174,0,40,United-States,<=50K
8581,51,Self-emp-not-inc,174824,High School,9,Never-married,Farming-fishing,Not-in-family,White,Male,8614,0,40,United-States,>50K
8582,22,Private,138768,High School,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
8583,49,Private,143482,High School,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
8584,53,Private,200190,Associate,12,Married,Sales,Husband,White,Male,0,0,80,United-States,>50K
8585,38,Private,168407,Bachelors,10,Divorced,Adm-clerical,Unmarried,White,Female,5721,0,44,United-States,<=50K
8586,23,Private,148315,Bachelors,10,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
8587,20,Private,270517,High School,9,Never-married,Other-service,Own-child,White,Female,0,0,40,Mexico,<=50K
8588,40,Private,53506,Bachelors,13,Divorced,Craft-repair,Own-child,White,Female,0,0,40,United-States,<=50K
8589,25,Private,105693,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
8590,27,Private,189589,Bachelors,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
8591,20,Private,164574,High School,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
8592,37,Private,185744,High School,9,Married,Other-service,Wife,White,Female,0,0,20,United-States,<=50K
8593,40,Local-gov,33155,High School,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
8594,28,Private,215955,Bachelors,13,Married,Exec-managerial,Husband,White,Male,3103,0,40,United-States,>50K
8595,38,Self-emp-not-inc,233571,High School,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
8596,42,Private,211253,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
8597,32,Federal-gov,191385,Associate,12,Divorced,Protective-serv,Not-in-family,White,Male,2174,0,40,United-States,<=50K
8598,20,Private,137895,High School,9,Married,Sales,Husband,White,Male,0,0,45,United-States,<=50K
8599,62,State-gov,159699,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K
8600,31,Private,295922,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
8601,31,Self-emp-not-inc,175856,High School,9,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
8602,24,Private,216129,High School,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
8603,62,Local-gov,407669,Compulsory,4,Widowed,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
8604,43,Local-gov,214242,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
8605,21,Private,285457,Bachelors,10,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
8606,30,Self-emp-inc,124420,High School,9,Divorced,Exec-managerial,Not-in-family,White,Male,4650,0,40,United-States,<=50K
8607,22,Other-service,246386,High School,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
8608,18,Private,142751,Compulsory,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
8609,59,Local-gov,283635,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
8610,24,Self-emp-not-inc,322931,Compulsory,4,Married,Transport-moving,Husband,White,Male,0,1902,40,United-States,>50K
8611,49,Private,76482,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8612,19,State-gov,431745,Compulsory,7,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
8613,48,Private,141944,High School,9,Married,Machine-op-inspct,Husband,White,Male,4386,0,40,United-States,>50K
8614,32,Private,193042,Prof-school,15,Married,Sales,Husband,White,Male,15024,0,60,United-States,>50K
8615,33,Private,67006,Compulsory,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,45,United-States,<=50K
8616,23,Private,240398,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0,15,United-States,<=50K
8617,33,Federal-gov,182714,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,65,United-States,>50K
8618,50,Federal-gov,172046,Bachelors,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
8619,30,Private,185177,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,43,United-States,<=50K
8620,32,Private,102858,Associate,12,Married,Prof-specialty,Husband,White,Male,0,2002,42,United-States,<=50K
8621,39,Private,84954,Bachelors,10,Married,Sales,Husband,White,Male,2829,0,65,United-States,<=50K
8622,21,Private,115895,Bachelors,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
8623,23,Private,184589,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,21,United-States,<=50K
8624,32,Private,282611,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
8625,57,Private,218649,High School,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
8626,22,State-gov,157541,Bachelors,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,10,United-States,<=50K
8627,70,Private,145419,High School,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,5,United-States,<=50K
8628,34,Private,122616,Bachelors,10,Married,Tech-support,Husband,White,Male,0,0,84,United-States,>50K
8629,53,Private,204584,Masters,14,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
8630,21,Private,117210,Bachelors,10,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
8631,37,Private,69481,High School,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
8632,60,Self-emp-not-inc,148492,High School,9,Married,Craft-repair,Husband,White,Male,0,1485,50,United-States,>50K
8633,23,Private,106957,Compulsory,7,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,14344,0,40,Others,>50K
8634,32,Private,29312,Compulsory,6,Married,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K
8635,57,Private,120302,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
8636,65,Other-service,111916,High School,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
8637,25,Private,182227,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,<=50K
8638,30,Private,219110,High School,9,Married,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K
8639,31,Private,200192,High School,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Germany,<=50K
8640,19,Private,427862,Bachelors,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
8641,23,State-gov,33551,Bachelors,13,Married,Tech-support,Husband,White,Male,0,0,38,United-States,<=50K
8642,44,Private,164043,High School,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
8643,43,Other-service,116632,Bachelors,10,Married,Other-service,Husband,White,Male,0,0,45,United-States,>50K
8644,42,Private,175133,Bachelors,10,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
8645,34,Self-emp-not-inc,289731,Compulsory,7,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
8646,32,Private,256362,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
8647,25,Private,282612,Associate,11,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
8648,21,Private,73679,Bachelors,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
8649,31,Private,237824,High School,9,Married,Priv-house-serv,Other-relative,Black,Female,0,0,60,Jamaica,<=50K
8650,36,Local-gov,357720,Associate,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
8651,49,Self-emp-not-inc,155489,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,65,Poland,<=50K
8652,44,Private,138077,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,32,United-States,<=50K
8653,42,Private,183479,Associate,11,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
8654,30,Private,103596,High School,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,99,United-States,<=50K
8655,33,Private,172304,Compulsory,6,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
8656,36,Self-emp-not-inc,313853,Bachelors,13,Divorced,Other-service,Unmarried,Black,Male,0,0,45,United-States,>50K
